,直營店,加盟店,縣市,地區,店鋪名稱,店鋪號,服務編號,地址,電話-1,電話-2
全家歸仁文仁店,,O,臺南市,歸仁區,歸仁文仁,019633,17895,臺南市歸仁區後市里民族北街85號一樓,06-7035465,06-3307920
全家歸仁新文化店,,O,臺南市,歸仁區,歸仁新文化,023537,52557,臺南市歸仁區南保里民權北路147號,06-7030603,06-2303581
全家歸仁長榮店,,O,臺南市,歸仁區,歸仁長榮,015402,55402,臺南市歸仁區長大路1號第一宿舍一樓,06-7030175,06-2785265
全家歸仁榮大店,,O,臺南市,歸仁區,歸仁榮大,023253,63253,臺南市歸仁區長榮路一段262號,06-,06-2782498
全家新化那拔店,,O,臺南市,新化區,新化那拔,020938,18883,臺南市新化區那拔林23號之16,06-7035406,06-5912967
全家新化關新店,,O,臺南市,新化區,新化關新,022992,62992,臺南市新化區山腳里頂山腳53之451號,06-,06-5909767
全家新化新北店,,O,臺南市,新化區,新化新北,017268,19811,臺南市新化區中正路697號全部,06-7035405,06-5987546
全家新化正孝店,,O,臺南市,新化區,新化正孝,018033,58033,臺南市新化區忠孝路158號,06-7030170,06-5986475
全家新化鑫義店,,O,臺南市,新化區,新化鑫義,019793,54050,臺南市新化區信義路371號,06-7030870,06-5901941
全家玉井民生店,O,,臺南市,玉井區,玉井民生,019332,53516,臺南市玉井區民族路89號,06-,06-5745873
全家嘉藥科大店,,O,臺南市,仁德區,嘉藥科大,020884,60884,臺南市仁德區二仁路一段60號,06-,06-2667837
全家仁德太乙店,,O,臺南市,仁德區,仁德太乙,023189,59390,臺南市仁德區土庫路54號,06-7032231,06-2054716
全家仁德仁義店,,O,臺南市,仁德區,仁德仁義,022100,17268,臺南市仁德區中山路426號,06-7035403,06-2492442
全家仁德二仁店,,O,臺南市,仁德區,仁德二仁,018365,52619,臺南市仁德區中正西路21號,06-7030605,06-2663473
全家仁德大甲店,,O,臺南市,仁德區,仁德大甲,022559,61432,臺南市仁德區中正西路359號,06-,06-2668693
全家仁德仁紡店,O,,臺南市,仁德區,仁德仁紡,023761,53540,臺南市仁德區中正路二段805號,06-7032529,06-2491472
全家仁德一甲店,,O,臺南市,仁德區,仁德一甲,022497,61273,臺南市仁德區中正路三段355號,06-,06-2796964
全家仁德春風店,,O,臺南市,仁德區,仁德春風,021081,61081,臺南市仁德區中清路2號,06-7034510,06-2795457
全家仁德上東城店,,O,臺南市,仁德區,仁德上東城,021172,60850,臺南市仁德區文心路70號,06-7003210,06-2794277
全家仁德中一店,,O,臺南市,仁德區,仁德中一,017586,57586,臺南市仁德區文華一街89號(活動中心),06-7030249,06-2672649
全家仁德中二店,,O,臺南市,仁德區,仁德中二,017587,57587,臺南市仁德區文華ㄧ街89號(教學區),06-7030314,06-2672656
全家嘉藥錦篆店,,O,臺南市,仁德區,嘉藥錦篆,020885,60885,臺南市仁德區保安路一段56巷55號(宿舍G棟一樓),06-,06-2668659
全家仁德二空店,,O,臺南市,仁德區,仁德二空,023646,59089,臺南市仁德區崇德路10號,06-7032151,06-2676822
全家仁德鼎安店,,O,臺南市,仁德區,仁德鼎安,017567,17807,臺南市仁德區德安路1之1號,06-7035456,06-2495741
全家仁德德南店,,O,臺南市,仁德區,仁德德南,018550,52746,臺南市仁德區德南路22巷1號1樓,06-7030851,06-2498364
全家仁德德洋店,,O,臺南市,仁德區,仁德德洋,023985,17952,臺南市仁德區後壁里德洋路248之1號一樓,06-7035455,06-2692842
全家仁德新德店,O,,臺南市,仁德區,仁德新德,021413,54008,臺南市仁德區德善路279-3號,06-7030308,06-2792875
全家關廟工業店,,O,臺南市,關廟區,關廟工業,021710,61710,臺南市關廟區中山路二段253號,06-,06-5977168
全家關廟南雄店,O,,臺南市,關廟區,關廟南雄,019607,52991,臺南市關廟區中央路246號,06-7034316,06-5955835
全家關廟旺萊店,,O,臺南市,關廟區,關廟旺萊,016966,56966,臺南市關廟區旺萊路127號,06-7030460,06-5954243
全家關廟五甲店,,O,臺南市,關廟區,關廟五甲,020671,60671,臺南市關廟區南雄路一段1107號,06-7034142,06-5959040
全家官田雄壯店,,O,臺南市,官田區,官田雄壯,021700,59105,臺南市官田區官田里279號,06-,06-6902818
全家官田新田店,,O,臺南市,官田區,官田新田,018630,56981,臺南市官田區隆田里中山路一段35號,06-7030462,06-5794440
全家麻豆新樓店,,O,臺南市,麻豆區,麻豆新樓,019521,54433,臺南市麻豆區小埤里苓子林20號,06-7030306,06-5702893
全家麻豆安業店,,O,臺南市,麻豆區,麻豆安業,019347,59347,臺南市麻豆區安業77之2號,06-7032201,06-5718007
全家麻豆興民店,,O,臺南市,麻豆區,麻豆興民,024224,52250,臺南市麻豆區興中路51號,06-7034560,06-5711224
全家麻豆文旦店,,O,臺南市,麻豆區,麻豆文旦,023588,62697,臺南市麻豆區興中路172號全棟,06-,06-5713987
全家麻豆大同店,,O,臺南市,麻豆區,麻豆大同,020578,60578,臺南市麻豆區興民街6號,06-7034125,06-5717008
全家麻豆黎明店,O,,臺南市,麻豆區,麻豆黎明,019905,18066,臺南市麻豆區中興里興國路46號1樓,06-7035562,06-5711104
全家佳里中山店,,O,臺南市,佳里區,佳里中山,020971,54189,臺南市佳里區中山路155號,06-7032528,06-7238351
全家佳里光復店,,O,臺南市,佳里區,佳里光復,021726,17487,臺南市佳里區安西里光復路327號,06-7035429,06-7237050
全家佳里延平店,,O,臺南市,佳里區,佳里延平,020323,17349,臺南市佳里區延平路468-2號,06-7035431,06-7227976
全家佳里佳里興店,,O,臺南市,佳里區,佳里佳里興,023552,62026,臺南市佳里區麻興路二段477號,06-,06-7261469
全家西港慶安店,,O,臺南市,西港區,西港慶安,015020,18505,臺南市西港區中山路263號,06-7035461,06-7952250
全家西港新興店,O,,臺南市,西港區,西港新興,023918,53539,臺南市西港區新興街11號,06-7034385,06-7954217
全家西港南海店,,O,臺南市,西港區,西港南海,016136,56136,臺南市西港區慶安路206號,06-7030528,06-7958252
全家西港港美店,,O,臺南市,西港區,西港港美,018476,58476,臺南市西港區慶安路229號(學生餐廳),06-7030370,06-7957204
全家將軍青鯤鯓店,,O,臺南市,將軍區,將軍青鯤鯓,023629,57905,臺南市將軍區鯤鯓里212號,06-7030470,06-7920315
全家學甲狀元店,,O,臺南市,學甲區,學甲狀元,019632,17809,臺南市學甲區中山路183之6號1樓,06-7035485,06-7832360
全家學甲安得富店,,O,臺南市,學甲區,學甲安得富,018432,50319,臺南市學甲區華宗路328號,06-7035489,06-7839207
全家新營三族店,,O,臺南市,新營區,新營三族,018655,57918,臺南市新營區三民路52號1樓,06-7030473,06-6323275
全家新營車站店,,O,臺南市,新營區,新營車站,023462,58698,臺南市新營區中山路1號,06-7030863,06-6326923
全家新營新興店,,O,臺南市,新營區,新營新興,022985,17729,臺南市新營區中正路39之9號1樓,06-7035550,06-6326860
全家新營中興店,,O,臺南市,新營區,新營中興,019669,18001,臺南市新營區永生里中興路32號一樓,06-7035559,06-6334689
全家新營南新店,O,,臺南市,新營區,新營南新,023961,18721,臺南市新營區民治路177號1樓,06-7035572,06-6591421
全家新營民興店,,O,臺南市,新營區,新營民興,023126,19383,臺南市新營區民治路122號,06-7035576,06-6592241
全家新營和平店,,O,臺南市,新營區,新營和平,020962,17365,臺南市新營區和平路46號,06-7035542,06-6325617
全家新營東興店,O,,臺南市,新營區,新營東興,022268,18062,臺南市新營區新東里東興路188號1樓,06-7035561,06-6372731
全家新營華新店,,O,臺南市,新營區,新營華新,020777,59076,臺南市新營區金華路二段90號,06-7030985,06-6569031
全家新營南紙店,,O,臺南市,新營區,新營南紙,018892,18012,臺南市新營區南紙里建業路317號一樓,06-7035560,06-6595340
全家新營帝寶店,,O,臺南市,新營區,新營帝寶,018469,18565,臺南市新營區復興路867號1樓,06-7035570,06-6523925
全家新營裕民店,,O,臺南市,新營區,新營裕民,017037,19428,臺南市新營區裕民路1號,06-7035578,06-6326426
全家後壁茄苳店,O,,臺南市,後壁區,後壁茄苳,020762,17641,臺南市後壁區嘉民里上茄苳146之32號,06-7035548,06-6881114
全家新營國道南店,O,,臺南市,後壁區,新營國道南,011489,51489,臺南市後壁區竹新里新厝69號,06-7030549,06-6328428
全家新營國道北店,O,,臺南市,後壁區,新營國道北,012784,51490,臺南市後壁區竹新里新厝72號,06-7030748,06-6321336
全家後壁安溪店,,O,臺南市,後壁區,後壁安溪,023438,63438,臺南市後壁區福安里下寮102-30號1樓,06-,06-6320024
全家白河昶興店,,O,臺南市,白河區,白河昶興,017893,50846,臺南市白河區中山路13號,06-7035586,06-6855541
全家東山農會店,,O,臺南市,東山區,東山農會,022353,62353,臺南市東山區中興路1號,06-,06-6801285
全家六甲民生附店,,O,臺南市,六甲區,六甲民生附,011344,18731,臺南市六甲區工研路8號,06-6988748,06-6986882
全家六甲水林店,,O,臺南市,六甲區,六甲水林,023345,63345,臺南市六甲區中山路96號,06-,06-6985995
全家六甲新民店,O,,臺南市,六甲區,六甲新民,021958,50911,臺南市六甲區中正路394號1樓,06-7035418,06-6984945
全家下營中山店,,O,臺南市,下營區,下營中山,020322,17302,臺南市下營區中山路二段32號,06-7035539,06-6893846
全家柳營重溪店,,O,臺南市,柳營區,柳營重溪,016311,17684,臺南市柳營區重溪里小腳腿12號1樓,06-7035549,06-6234800
全家柳營敏惠店,,O,臺南市,柳營區,柳營敏惠,018172,19682,臺南市柳營區中山東路二段1116號,06-7035579,06-6224748
全家柳營農會店,,O,臺南市,柳營區,柳營農會,020269,60269,臺南市柳營區柳營路二段77號,06-7030724,06-6226970
全家鹽水武廟店,,O,臺南市,鹽水區,鹽水武廟,019583,17381,臺南市鹽水區金和路2號1樓,06-7035487,06-6524945
全家鹽水朝琴店,,O,臺南市,鹽水區,鹽水朝琴,021000,17913,臺南市鹽水區水秀里朝琴路140之2號一樓,06-7035486,06-6526857
全家鹽水清泉店,,O,臺南市,鹽水區,鹽水清泉,018878,18499,臺南市鹽水區朝琴路65號,06-7035488,06-6528354
全家善化胡厝店,,O,臺南市,善化區,善化胡厝,020632,60632,臺南市善化區胡家里胡厝29之6號,06-7034137,06-5819981
全家善化茄拔店,,O,臺南市,善化區,善化茄拔,021642,61642,臺南市善化區嘉北里茄拔283號,06-,06-5833907
全家善化光文店,,O,臺南市,善化區,善化光文,023296,17853,臺南市善化區光文里中山路99號一樓,06-7035421,06-5854481
全家善化和平店,O,,臺南市,善化區,善化和平,015775,50791,臺南市善化區中山路231之6號1樓,06-7035423,06-5852942
全家善化正國店,,O,臺南市,善化區,善化正國,023049,17942,臺南市善化區文昌里中正路160號一樓,06-7035420,06-5853799
全家善化大同店,,O,臺南市,善化區,善化大同,020182,60182,臺南市善化區中興路149號,06-7030657,06-5819311
全家善化啤酒店,,O,臺南市,善化區,善化啤酒,023180,57330,臺南市善化區成功路1-1號,06-7030214,06-5853997
全家善化興華店,,O,臺南市,善化區,善化興華,023812,55882,臺南市善化區建國路38號,06-7030353,06-5851143
全家善化蓮潭店,,O,臺南市,善化區,善化蓮潭,022590,62590,臺南市善化區蓮潭北三街218號,06-,06-5833816
全家善化住華店,,O,臺南市,善化區,善化住華,018010,17046,臺南市善化區環東路二段32號2樓,06-5055485,06-5055430
全家山上明和店,,O,臺南市,山上區,山上明和,020779,60002,臺南市山上區明和里明和196-1號,06-7030037,06-5781749
全家新市大社店,,O,臺南市,新市區,新市大社,020031,14366,臺南市新市區大社里335號,06-7035412,06-5898187
全家新市清水店,,O,臺南市,新市區,新市清水,023917,59534,臺南市新市區社內里社內102-5號,06-7032613,06-5892861
全家新市富安店,,O,臺南市,新市區,新市富安,021223,61223,臺南市新市區社內8-12號(配送用),06-7034511,06-5899703
全家新市華興店,,O,臺南市,新市區,新市華興,021913,18506,臺南市新市區中正路252號1樓,06-7035415,06-5891477
全家新市民林店,,O,臺南市,新市區,新市民林,019035,59035,臺南市新市區民生路62號,06-7032105,06-5891778
全家新市光華店,,O,臺南市,新市區,新市光華,019798,54619,臺南市新市區光華街135號,06-7030029,06-5899942
全家新市群創一店,,O,臺南市,新市區,新市群創一,023025,51491,臺南市新市區奇業路1號,06-,06-5055039
全家新市聯科店,,O,臺南市,新市區,新市聯科,018218,51017,臺南市新市區南科二路18號5F,06-5055017,06-5055013
全家新市晶圓店,,O,臺南市,新市區,新市晶圓,024069,64069,臺南市新市區南科二路18號2F,06-,06-5050582
全家新市導航店,,O,臺南市,新市區,新市導航,021606,61606,臺南市新市區堤塘港路3號1樓&4樓,06-,06-5897612
全家新市和平店,,O,臺南市,新市區,新市和平,017920,57920,臺南市新市區富林路29號1樓,06-7030136,06-5899638
全家新市群創六店,,O,臺南市,新市區,新市群創六,023742,57626,臺南市新市區紫楝路21號,06-,06-5898611
全家新市陽光店,,O,臺南市,新市區,新市陽光,024014,59433,臺南市新市區陽光大道26號,06-7032502,06-5851643
全家新市新群七店,,O,臺南市,新市區,新市新群七,024002,64002,臺南市新市區環西路一段3號6樓,06-,06-5055215
全家新市群創四店,,O,臺南市,新市區,新市群創四,017852,51492,臺南市新市區環西路一段3號,06-,06-5052175
全家新市群科店,,O,臺南市,新市區,新市群科,017331,57331,臺南市新市區環西路一段3號B1FA店(原宿區),06-,06-5058324
全家新市群創二店,,O,臺南市,新市區,新市群創二,024058,51472,臺南市新市區環西路二段2號,06-,06-5050307
全家安定善高店,,O,臺南市,安定區,安定善高,024008,18328,臺南市安定區蘇厝里293-68號,06-7035460,06-5975396
全家安定保安店,,O,臺南市,安定區,安定保安,016165,19036,臺南市安定區保西里339之3號一樓,06-7035457,06-5976267
全家安定海寮店,,O,臺南市,安定區,安定海寮,020893,19221,臺南市安定區海寮10-2號1樓部分,06-7035458,06-5933959
全家安定新港口店,,O,臺南市,安定區,安定新港口,021935,61935,臺南市安定區港口里港口245-5號,06-,06-5934046
全家安定啟碁店,,O,臺南市,安定區,安定啟碁,022633,62633,臺南市安定區北園三路8號之S3廠7樓,06-,06-5052171
全家安定緯穎店,,O,臺南市,安定區,安定緯穎,022802,62802,臺南市安定區北園三路8號4樓,06-,06-5052311
全家高雄福華店,,O,高雄市,新興區,高雄福華,020857,50219,高雄市新興區七賢一路301號壹樓角窗部份,07-9769758,07-2360858
全家高雄興台店,,O,高雄市,新興區,高雄興台,023963,63320,高雄市新興區七賢二路86號一樓,07-,07-2858967
全家高雄尚義店,,O,高雄市,新興區,高雄尚義,022689,17814,高雄市新興區中正二路220號1樓,07-9744325,07-2231461
全家高雄仁愛店,,O,高雄市,新興區,高雄仁愛,023448,58436,高雄市新興區五福二路116號壹樓,07-9765483,07-2816993
全家高雄文橫店,,O,高雄市,新興區,高雄文橫,023458,17193,高雄市新興區文橫二路166之1號一樓,07-9769791,07-2820506
全家高雄民族店,,O,高雄市,新興區,高雄民族,018386,17004,高雄市新興區民族二路100號,07-9744197,07-2231201
全家高雄美麗綻店,,O,高雄市,新興區,高雄美麗綻,023378,59211,高雄市新興區自立二路96號1、2樓,07-9763351,07-2855378
全家高雄森華店,,O,高雄市,新興區,高雄森華,023326,63326,高雄市新興區林森一路196號,07-,07-2364729
全家高雄林庭店,,O,高雄市,新興區,高雄林庭,021284,57657,高雄市新興區林森一路163-1號,07-9766409,07-2416656
全家高雄福心店,,O,高雄市,新興區,高雄福心,018179,58179,高雄市新興區復興一路49號壹樓,07-9765307,07-2610787
全家高雄瑞華店,O,,高雄市,前金區,高雄瑞華,023763,18526,高雄市前金區七賢二路156號,07-9769738,07-2855228
全家高雄寶成店,,O,高雄市,前金區,高雄寶成,015336,55336,高雄市前金區七賢二路322號,07-9766151,07-2411037
全家高雄樂活店,,O,高雄市,前金區,高雄樂活,024020,59127,高雄市前金區中華三路146號中華大樓一樓A室,07-9766725,07-2851596
全家高雄三鳳店,O,,高雄市,前金區,高雄三鳳,015576,14288,高雄市前金區中華三路251號,07-9769765,07-2419155
全家高雄中華店,,O,高雄市,前金區,高雄中華,022603,17080,高雄市前金區中華三路21號1樓,07-9769788,07-2829754
全家高雄錢櫃店,,O,高雄市,前金區,高雄錢櫃,018750,50983,高雄市前金區六合二路157號,07-9769761,07-2418122
全家高雄榮安店,,O,高雄市,前金區,高雄榮安,020198,17112,"高雄市前金區自強一路60,62,64號1樓",07-9769709,07-2827415
全家高雄三信店,,O,高雄市,苓雅區,高雄三信,016906,18952,高雄市苓雅區三多一路186號(三信家商),07-9769783,07-7241406
全家高雄忠孝店,,O,高雄市,苓雅區,高雄忠孝,021260,52222,高雄市苓雅區三多三路168號壹樓,07-9765467,07-3317931
全家高雄亞太店,,O,高雄市,苓雅區,高雄亞太,021703,50702,高雄市苓雅區三多四路65號壹樓,07-9744322,07-2691476
全家高雄大遠百店,,O,高雄市,苓雅區,高雄大遠百,016768,56768,高雄市苓雅區三多四路21號(12樓櫃位),07-,07-3387169
全家高雄五福店,,O,高雄市,苓雅區,高雄五福,024062,17111,高雄市苓雅區五福一路153號,07-9769789,07-2290512
全家高雄市政店,,O,高雄市,苓雅區,高雄市政,023164,61707,高雄市苓雅區四維三路2號11F,07-,07-3310379
全家高雄全盈店,,O,高雄市,苓雅區,高雄全盈,023222,63222,高雄市苓雅區四維四路3號一樓,07-,07-3384695
全家高雄天河店,,O,高雄市,苓雅區,高雄天河,022881,62881,高雄市前金區市中一路99號一樓部分範圍,07-,07-2417251
全家高雄輔仁店,,O,高雄市,苓雅區,高雄輔仁,018196,17423,高雄市苓雅區正大路79號;輔仁路229號,07-9769742,07-7522089
全家高雄新義店,,O,高雄市,苓雅區,高雄新義,016880,51088,高雄市苓雅區正義路176號壹樓,07-9769796,07-7491018
全家高雄永昌店,,O,高雄市,苓雅區,高雄永昌,015969,17039,高雄市苓雅區成功一路168之2號,07-9744200,07-3329586
全家高雄成興店,,O,高雄市,苓雅區,高雄成興,020307,60307,高雄市苓雅區成功一路68號壹樓,07-9765470,07-2693676
全家高雄東榮店,,O,高雄市,苓雅區,高雄東榮,022652,57077,高雄市苓雅區自強三路16號,07-9766561,07-2693970
全家高雄實踐店,,O,高雄市,苓雅區,高雄實踐,019695,17932,高雄市苓雅區同慶里和平一路130號一樓,07-9769706,07-2265917
全家高雄福祥店,,O,高雄市,苓雅區,高雄福祥,021225,61225,高雄市苓雅區明德街123號,07-9750227,07-7262968
全家高雄森永店,,O,高雄市,苓雅區,高雄森永,023144,59023,高雄市苓雅區林森二路22號,07-9768122,07-3311520
全家高雄藝文店,,O,高雄市,苓雅區,高雄藝文,023633,63633,高雄市苓雅區林德街33號,07-,07-7214627
全家高雄武仁店,,O,高雄市,苓雅區,高雄武仁,023828,17750,高雄市苓雅區武仁街95號一樓,07-9744335,07-7238451
全家高雄武聖店,,O,高雄市,苓雅區,高雄武聖,017613,53517,高雄市苓雅區武廟路133號,07-9741961,07-7228004
全家高雄心誠店,,O,高雄市,苓雅區,高雄心誠,015717,17079,高雄市苓雅區武廟路48號1樓,07-9744239,07-7174801
全家高雄澄佳店,,O,高雄市,苓雅區,高雄澄佳,023409,63409,高雄市苓雅區建國一路3號1樓,07-,07-7405531
全家高雄豐強店,,O,高雄市,苓雅區,高雄豐強,023275,19429,高雄市苓雅區苓雅二路108號一、二、三樓,07-9769753,07-3384961
全家高雄星光店,,O,高雄市,苓雅區,高雄星光,020898,17558,高雄市苓雅區新光路26號1樓,07-9744351,07-3330514
全家高雄真愛店,,O,高雄市,苓雅區,高雄真愛,021347,58606,高雄市苓雅區新光路40號,07-9766480,07-2691916
全家高雄福山店,O,,高雄市,苓雅區,高雄福山,015307,18551,高雄市苓雅區福德三路226號,07-9769712,07-7225460
全家高雄廣泉店,,O,高雄市,苓雅區,高雄廣泉,017568,54152,高雄市苓雅區廣州一街127號一樓,07-9741908,07-7220774
全家高雄中福店,,O,高雄市,苓雅區,高雄中福,017956,57956,高雄市苓雅區興中一路18號壹樓,07-9765296,07-3381378
全家高雄鹽埕埔店,,O,高雄市,鹽埕區,高雄鹽埕埔,023029,60883,高雄市鹽埕區七賢三路169號一樓,07-9753516,07-5319669
全家高雄大仁店,,O,高雄市,鹽埕區,高雄大仁,022915,17122,高雄市鹽埕區大仁路59號,07-9769785,07-5316187
全家高雄福王店,O,,高雄市,鹽埕區,高雄福王,022322,50717,高雄市鹽埕區五福四路72號,07-9769713,07-5316702
全家高雄新樂店,,O,高雄市,鹽埕區,高雄新樂,010836,50836,高雄市鹽埕區新樂街238號,07-9769733,07-5319796
全家高雄國泰店,,O,高雄市,鼓山區,高雄國泰,023277,17255,"高雄市鼓山區九如四路687,689號",07-9744238,07-5315985
全家高雄內惟店,,O,高雄市,鼓山區,高雄內惟,021833,17447,高雄市鼓山區九如四路1466號,07-,07-5825460
全家高雄文信店,O,,高雄市,鼓山區,高雄文信,018493,53602,高雄市鼓山區文信路193號1樓及2樓,07-9741962,07-5533953
全家高雄明倫店,O,,高雄市,鼓山區,高雄明倫,016611,18800,高雄市鼓山區明倫路148號1樓,07-9744327,07-5547219
全家高雄青海店,,O,高雄市,鼓山區,高雄青海,022721,58553,高雄市鼓山區青海路277-1號,07-9766154,07-5227027
全家高雄南屏店,,O,高雄市,鼓山區,高雄南屏,014657,19462,高雄市鼓山區南屏路536號,07-9744341,07-5536031
全家高雄美明店,O,,高雄市,鼓山區,高雄美明,024524,50367,高雄市鼓山區美明路102號,07-9744353,07-5537553
全家高雄美舞店,O,,高雄市,鼓山區,高雄美舞,019462,52135,高雄市鼓山區美術東五路118號,07-9765452,07-5224293
全家高雄新美店,,O,高雄市,鼓山區,高雄新美,019697,59697,高雄市鼓山區美術南三路203號1樓,07-9765310,07-5501877
全家高雄龍美店,,O,高雄市,鼓山區,高雄龍美,021510,61510,高雄市鼓山區美術館路73號1樓,07-,07-5225725
全家高雄如逢店,,O,高雄市,鼓山區,高雄如逢,022055,56949,高雄市鼓山區逢甲路98號,07-9766503,07-5887028
全家高雄華漾店,,O,高雄市,鼓山區,高雄華漾,021151,53043,高雄市鼓山區華泰路152號,07-9765591,07-5524308
全家高雄天誠店,,O,高雄市,鼓山區,高雄天誠,019363,58002,高雄市鼓山區裕誠路1900號,07-9765455,07-5529593
全家高雄裕民店,,O,高雄市,鼓山區,高雄裕民,018435,58435,高雄市鼓山區明誠里裕誠路1509-7號,07-9765457,07-5526518
全家高雄鼓山店,,O,高雄市,鼓山區,高雄鼓山,018598,53795,高雄市鼓山區鼓山二路43號壹樓,07-9765306,07-5217383
全家高雄四季店,,O,高雄市,鼓山區,高雄四季,021809,60449,高雄市鼓山區翠華路396號一樓,07-9763033,07-5889676
全家高雄西灣店,,O,高雄市,鼓山區,高雄西灣,018749,50126,高雄市鼓山區蓮海路70號(國立中山大學),07-9744203,07-5250036
全家高雄龍堡店,,O,高雄市,鼓山區,高雄龍堡,021290,61290,高雄市鼓山區龍勝路136號,07-,07-5528985
全家高雄龍德店,,O,高雄市,鼓山區,高雄龍德,021127,60314,高雄市鼓山區龍德路106巷3之1號,07-9765477,07-5520737
全家高雄臨一店,O,,高雄市,鼓山區,高雄臨一,017957,57957,高雄市鼓山區峰南里臨海一路21之3號附5,07-9765402,07-5313828
全家高雄西子灣店,,O,高雄市,鼓山區,高雄西子灣,020315,60315,高雄市鼓山區臨海二路69號,07-9765480,07-5211727
全家旗津天后店,,O,高雄市,旗津區,旗津天后,020642,57860,高雄市旗津區廟前路28號一樓,07-9769973,07-5718997
全家高雄林心店,,O,高雄市,前鎮區,高雄林心,024025,59025,高雄市前鎮區一心二路157號1樓,07-9768123,07-3381575
全家高雄聖德店,,O,高雄市,前鎮區,高雄聖德,020451,60451,高雄市前鎮區一心二路25號1樓,07-9763371,07-3322696
全家高雄新二聖店,,O,高雄市,前鎮區,高雄新二聖,019410,59410,高雄市前鎮區二聖一路71號ㄧ樓,07-9766231,07-7223767
全家高雄廣三店,,O,高雄市,前鎮區,高雄廣三,018837,58837,高雄市前鎮區二聖一路218號,07-9765220,07-7219569
全家高雄崇光店,,O,高雄市,前鎮區,高雄崇光,023711,63711,高雄市前鎮區三多三路217號B2樓商場,07-,07-3359035
全家三多捷運店,,O,高雄市,前鎮區,三多捷運,022977,62977,高雄市前鎮區中山二路268號地下一樓,07-,07-3384533
全家高雄大魯閣店,,O,高雄市,前鎮區,高雄大魯閣,015149,55149,高雄市前鎮區中山四路100號(2F-13),07-9768936,07-7915278
全家高雄皇家店,,O,高雄市,前鎮區,高雄皇家,020089,17645,高雄市前鎮區民權二路76、78號1樓,07-9744352,07-3318198
全家高雄弘揚店,,O,高雄市,前鎮區,高雄弘揚,022182,62182,高雄市前鎮區成功二路25號2樓,07-,07-3385331
全家高雄育樂店,,O,高雄市,前鎮區,高雄育樂,020013,60013,高雄市前鎮區育樂路20號,07-9768065,07-7260816
全家高雄聖和店,,O,高雄市,前鎮區,高雄聖和,022667,62667,高雄市前鎮區和平二路127-1號,07-,07-7221838
全家高雄明鳳店,O,,高雄市,前鎮區,高雄明鳳,023228,52496,高雄市前鎮區明鳳三路65號,07-9765646,07-7935480
全家高雄廣林店,,O,高雄市,前鎮區,高雄廣林,021073,61073,高雄市前鎮區林森三路172號一樓,07-9721263,07-3341258
全家高雄華江店,,O,高雄市,前鎮區,高雄華江,015676,14303,高雄市前鎮區長江街70號一樓,07-9769726,07-3359512
全家高雄錢證店,,O,高雄市,前鎮區,高雄錢證,023159,57638,高雄市前鎮區前鎮街196號一樓及地下室,07-9766052,07-8215676
全家高雄南衙店,,O,高雄市,前鎮區,高雄南衙,020125,57958,高雄市前鎮區草衙二路337號,07-9763368,07-8411258
全家高雄瑞東店,,O,高雄市,前鎮區,高雄瑞東,015187,18500,高雄市前鎮區崗山中街159號.161號,07-9769737,07-7260326
全家高雄摩天店,O,,高雄市,前鎮區,高雄摩天,021601,50675,高雄市前鎮區新光路21號,07-9769760,07-5370771
全家高雄心衙店,,O,高雄市,前鎮區,高雄心衙,018249,58249,高雄市前鎮區新衙路351號,07-9721790,07-8213369
全家高雄瑞北店,,O,高雄市,前鎮區,高雄瑞北,020719,57240,高雄市前鎮區瑞北路213號,07-9765035,07-7165125
全家高雄瑞和店,,O,高雄市,前鎮區,高雄瑞和,014760,17044,高雄市前鎮區瑞和街173號,07-9769736,07-7252435
全家高雄漁港店,,O,高雄市,前鎮區,高雄漁港,023716,63716,高雄市前鎮區漁港南一路6之6號,07-,07-8211945
全家高雄翠北店,,O,高雄市,前鎮區,高雄翠北,017047,57047,高雄市前鎮區翠亨北路562號,07-9766533,07-8416158
全家高雄梧州店,,O,高雄市,前鎮區,高雄梧州,018825,58825,高雄市前鎮區忠孝里廣西路211號1樓(配送用),07-9765121,07-3386636
全家高雄德安店,,O,高雄市,前鎮區,高雄德安,022560,56373,高雄市前鎮區德昌路141號,07-9765076,07-8318715
全家高雄鄭和店,,O,高雄市,前鎮區,高雄鄭和,017001,57001,高雄市前鎮區鄭和南路420之1號,07-9769062,07-5369556
全家高雄高中店,,O,高雄市,前鎮區,高雄高中,024057,17672,高雄市前鎮區鎮中路145號1樓,07-9744363,07-8218783
全家高雄安康店,,O,高雄市,三民區,高雄安康,021059,17210,高雄市三民區安康里九如一路889—4號,07-9744391,07-3806874
全家高雄如順店,,O,高雄市,三民區,高雄如順,016675,56602,高雄市三民區九如一路530號,07-9765853,07-3807586
全家高雄力行店,,O,高雄市,三民區,高雄力行,017048,17010,高雄市三民區力行路154號,07-9769782,07-3161730
全家高雄醫大店,,O,高雄市,三民區,高雄醫大,018552,51183,高雄市三民區十全一路100號,07-9769762,07-3223316
全家高雄昌美店,,O,高雄市,三民區,高雄昌美,021396,61396,高雄市三民區大昌一路299號一、二樓,07-9721863,07-3927297
全家高雄大園店,,O,高雄市,三民區,高雄大園,023300,62486,高雄市三民區大昌一路186號,07-,07-3833797
全家高雄得陽店,,O,高雄市,三民區,高雄得陽,018963,52495,高雄市三民區大昌二路309-1號,07-9765525,07-3819572
